Ingredient,is_included
가리비,.
굴,
굴 소스,
"굴, 밀가루",
굴소스,
굴소스or치킨스톡,
굴진짬뽕,
멸치조개 다시다,.
봉골레 파스타소스,.
성게,.
전복,
전복 가자미 미역국,
조개,.
조개 고추장,.
조개 다시다,.
조개 멸치 된장,.
조개 쌈장,.
파 굴소스,
해물 라면,.
해물 멸치,.
해물 유부주머니,.
해물 채소,.
해물짬뽕,.
해산물,.
홍합,
홍합미역국밥,
