Original Ingredient,Cleaned Ingredient
따뜻한 우유 140ml,따뜻한 우유
따뜻한물 20g,따뜻한물
딸기(80g),딸기
딸기 30g,딸기
딸기(130g),딸기
딸기(60g),딸기
딸기(150g),딸기
딸기 100g,딸기
딸기 40g,딸기
딸기 20g,딸기
냉동딸기(13g),딸기
딸기잼 30g,딸기잼
딸기잼 40g,딸기잼
딸기잼(15g),딸기잼
딸기쨈 5g,딸기쨈
땅콩(5g),땅콩
땅콩(100g),땅콩
땅콩 10g(10알),땅콩
땅콩(3g),땅콩
땅콩 10g,땅콩
땅콩(15g),땅콩
땅콩(20g),땅콩
땅콩 3g,땅콩
땅콩 1g,땅콩
다진 땅콩(5g),땅콩
땅콩(10g),땅콩
땅콩 5g,땅콩
땅콩,땅콩
땅콩 4g,땅콩
땅콩 2g,땅콩
땅콩 10,땅콩
다진 땅콩(4g),땅콩
땅콩 2.5g,땅콩
땅콩(30g),땅콩
땅콩(50g),땅콩
땅콩 13g [소스소개]고추장소스:고추장 2g,땅콩 고추장소스고추장
"다진 땅콩 10g(1큰술)
●순두부사과 소스 : 
순두부 40g(1/8봉지)",땅콩 순두부사과 소스 순두부
땅콩다진것 10g,땅콩것
땅콩기름 5g,땅콩기름
땅콩버터 1g,땅콩버터
땅콩버터 3g,땅콩버터
땅콩버터 5g,땅콩버터
땅콩잼 30g,땅콩잼
땅콩호박(1/2개),땅콩호박
떡 40g,떡
"떡(40g)
육수 당귀(10g)",떡 육수 당귀
떡국 떡 10g,떡국 떡
●떡꼬치: 쌀떡 90g,떡꼬치 쌀떡
떡볶이 떡 80,떡볶이 떡
떡볶이떡(100g),떡볶이떡
떡볶이떡 26g,떡볶이떡
떡볶이떡(20g),떡볶이떡
떡볶이떡 40g 고추장 8g,떡볶이떡 고추장
"떡볶이떡(10g)
저염간장(20g)",떡볶이떡 저염간장
"떡볶이양념파우더(30g)<br>

• [추가 재료] 쌈두부(100g)",떡볶이양념파우더br 쌈두부
또띠아 45g,또띠아
또띠아(50g),또띠아
또띠아 25g,또띠아
또띠아8인치 30g,또띠아치
라디치오(5g),라디치오
라면(100g),라면
라면(60g),라면
라면(50g),라면
"라면(110g)
양념 카레가루(2g)",라면 양념 카레
"라면(100g)
육수 다시마(2.5g)",라면 육수 다시마
라면스프(3g),라면스프
라이스버거 : 밥 200g,라이스버거 밥
라이스페이퍼(5장),라이스페이퍼
라이스페이퍼 1장,라이스페이퍼
라이스페이퍼(3장),라이스페이퍼
라이스페이퍼(8g),라이스페이퍼
라이스페이퍼(8장),라이스페이퍼
라이스페이퍼(7장),라이스페이퍼
라이스페이퍼(1장),라이스페이퍼
라이스페이퍼 20g[새콤 달콤 소스] 양파 5g,라이스페이퍼 양파
라이스페퍼(50g),라이스페퍼
라임(1개),라임
라임(1/2개),라임
라임주스 3g,라임주스
라임주스 1g,라임주스
라임주스(20g),라임주스
라즈베리(10g),라즈베리
라즈베리(20g),라즈베리
라즈베리(5g),라즈베리
래디쉬 15g,래디쉬
래디쉬 5g,래디쉬
래디쉬 15g [소스소개] 저나트륨 볶음고추장(5인분):고추장 7.5g,래디쉬 저나트륨 고추장고추장
래디시(3g),래디시
레드어니언 8g,레드어니언
레드어니언 12g,레드어니언
레드어니언 10g,레드어니언
레드와인(200g),레드와인
레드와인 5g,레드와인
레드와인 30g(2큰술),레드와인
"20g)
레드와인(20g)",레드와인
레드와인 30g,레드와인
"레드와인 30g
곁들이채소 : 어린채소 30g
고명 : 파마산치즈",레드와인 곁들이채소 어린채소 고명 파마산치즈
레드와인식초 2g,레드와인식초
레드치커리 10g(3줄기),레드치커리
레드크러쉬드 페퍼(1Ts),레드크러쉬드 페퍼
레디쉬(1개),레디쉬
레디쉬(5g),레디쉬
레디쉬 0.3g,레디쉬
레몬 20g,레몬
레몬(½개),레몬
레몬(1/4개),레몬
레몬 5g,레몬
레몬(1/8개),레몬
레몬 0.8g,레몬
레몬(껍질) 12g(1큰술),레몬
레몬(1개),레몬
레몬 0.3g,레몬
레몬(⅓개),레몬
레몬 25g,레몬
레몬 8g,레몬
레몬(1/2개),레몬
레몬 70g,레몬
레몬(3g),레몬
레몬 1g,레몬
레몬 7g,레몬
레몬(108g),레몬
레몬(20g),레몬
레몬(10g),레몬
"레몬(50g)
레드와인(120g)",레몬 레드와인
"레몬(10g)
물녹말(10g)",레몬 물녹말
"레몬 20g
양파 60g",레몬 양파
레몬 제스트 1개,레몬 제스트
레몬그라스(10g),레몬그라스
레몬껍질 2g,레몬껍질
"레몬껍질 10g
소스 : 마요네즈 30g",레몬껍질 소스 마요네즈
다진 레몬껍질 약간,레몬껍질 약간
레몬소금 1g,레몬소금
레몬제스트 1g,레몬제스트
레몬제스트 2g,레몬제스트
레몬제스트(20g),레몬제스트
레몬주수 1g,레몬주수
레몬주수 15g,레몬주수
레몬주스 10g,레몬주스
레몬주스 3g,레몬주스
레몬주스 5g,레몬주스
레몬주스 1g,레몬주스
레몬주스 2g,레몬주스
레몬쥬스 2g,레몬쥬스
레몬즙 10g(2작은술),레몬즙
레몬즙 5g,레몬즙
레몬즙 3g(2/3작은술),레몬즙
레몬즙 3g,레몬즙
레몬즙 60g(4큰술),레몬즙
레몬즙 8g,레몬즙
레몬즙 1g,레몬즙
레몬즙 2,레몬즙
레몬즙 3.2g,레몬즙
레몬즙 20g,레몬즙
레몬즙 10g,레몬즙
레몬즙 20g(1⅓큰술),레몬즙
레몬즙 5g(1작은술),레몬즙
레몬즙 15g,레몬즙
레몬즙 0.8g,레몬즙
레몬즙(또는 식초) 0.2g,레몬즙
레몬즙 3,레몬즙
레몬즙 2g,레몬즙
레몬즙 2.5g,레몬즙
레몬즙 4g,레몬즙
레몬즙 1.5g,레몬즙
레몬즙 7g(1작은술),레몬즙
"레몬즙(10g)
설탕(5g)",레몬즙 설탕
"레몬즙 10g
소스 : 고추장 15g",레몬즙 소스 고추장
"레몬즙 15g
소스 : 잣 바질페이소스 15g",레몬즙 소스 잣 바질페이소스
"레몬즙 15g
소스 : 칠리소스 30g",레몬즙 소스 칠리소스
"레몬즙 15g
볶음양념 : 맛간장 30g",레몬즙 양념 맛간장
"레몬즙(3g)
•타르타르 소스 : 삶은 달걀(1/2개)",레몬즙 타르타르 소스 달걀
"레몬즙 15g
탄산수 50ml",레몬즙 탄산수
다진 레몬청 과육(50g),레몬청 과육
레시틴가루(0.5),레시틴
렌틸콩(레드,렌틸콩레드
로메인 10g,로메인
로메인 30g,로메인
로메인(4장),로메인
로메인상추 7.5g,로메인상추
로즈마리(0.2g),로즈마리
로즈마리 5g,로즈마리
로즈마리(3g),로즈마리
로즈마리 1g,로즈마리
로즈마리 2.5g,로즈마리
로즈마리(5g),로즈마리
로즈마리(2g),로즈마리
로즈마리(1g),로즈마리
로즈마리 0.9g,로즈마리
로즈마리 2g,로즈마리
"로즈마리(5g)
고구마(30g)",로즈마리 고구마
"로즈마리 1g. 마늘기름 15g
소스 : 오렌지주스 100g",로즈마리 마늘기름 소스 오렌지주스
"로즈마리 1g
소 : 다진 돼기고기 100g",로즈마리 소 돼기고기
"로즈마리(2g)
소금(0.3g)",로즈마리 소금
"로즈마리(0.5g)
애호박(20g)",로즈마리 애호박
"로즈마리 1g
양념장 : 참기름 5g",로즈마리 양념장 참기름
로즈마리다진것 0.2g,로즈마리것
로즈마리마다진것 0.5g,로즈마리마것
로즈마리마른것 0.5g *선택:황설탕 1g,로즈마리마른것 선택설탕
로즈메리(2잎=10g),로즈메리
로즈메리(3줄기),로즈메리
로즈메리(1g),로즈메리
루꼴라(20g),루꼴라
루콜라 3g,루콜라
르뱅 발효종 160g,르뱅 발효종
리치캔 35g,리치캔
리코타 치즈(20g),리코타 치즈
리코타 치즈(60g),리코타 치즈
리코타치즈(15g),리코타치즈
"리코타치즈(5g)
양상추(9g)",리코타치즈 양상추
마 60g,마
마 10g(5cm),마
마 40g,마
마(100g),마
마(50g),마
마 20g,마
"마(50g)
- 양념장 : 마늘(10g)",마 양념장 마늘
마감자전 : 감자 40g,마감자전 감자
다진 마늘(10g),마늘
마늘(3쪽),마늘
마늘가루 1g,마늘
다진 마늘(1g),마늘
마늘 1.3g,마늘
마늘 30g,마늘
다진마늘 3g,마늘
마늘(7~8쪽),마늘
마늘 0.3g,마늘
다진 마늘 2,마늘
마늘 1g,마늘
마늘(1g),마늘
다진마늘 10g,마늘
마늘(6g),마늘
마늘 10g(2쪽),마늘
마늘2g,마늘
다진 마늘 1g,마늘
다진마늘 2g,마늘
마늘(18g),마늘
마늘(15g),마늘
다진 마늘 5g(1작은술),마늘
마늘(6쪽),마늘
다진마늘 0.5g,마늘
다진마늘(2g),마늘
마늘(7g),마늘
마늘(6~7쪽),마늘
마늘가루 0.5g,마늘
마늘 1.7g,마늘
마늘(2쪽),마늘
마늘 0.5g,마늘
다진마늘 20g,마늘
다진 마늘(3Ts),마늘
다진 마늘(15g),마늘
다진 마늘 5g,마늘
다진 마늘(0.3ts),마늘
다진 마늘(3g),마늘
다진 마늘 15g,마늘
마늘 2g,마늘
마늘(3g),마늘
다진마늘(1g),마늘
다진마늘 7g,마늘
다진 마늘(2ts),마늘
마늘 6g(1작은술),마늘
마늘 20g,마늘
마늘 5g(1쪽),마늘
마늘 5g,마늘
마늘(10g),마늘
다진마늘(20g),마늘
다진마늘 4g,마늘
다진 마늘 2.5g(1/2쪽),마늘
다진 마늘(1ts),마늘
마늘 0.1g,마늘
마늘 2.1g,마늘
다진 마늘 0.5,마늘
마늘 15g,마늘
다진 마늘(0.3Ts),마늘
[ 2인분 ] 마늘(4쪽),마늘
마늘 15(3개),마늘
마늘 25g,마늘
다진 마늘(0.7Ts),마늘
마늘,마늘
마늘(5쪽),마늘
다진 마늘 2.5g,마늘
마늘(8g),마늘
마늘(2g),마늘
다진 마늘 1,마늘
마늘 2,마늘
마늘 1.5g,마늘
다진 마늘(2g),마늘
마늘 1g(1/5개),마늘
다진 마늘 10g(2작은술),마늘
마늘 5,마늘
마늘(2.5g),마늘
다진마늘 5g,마늘
다진 마늘 2g,마늘
마늘(30g),마늘
다진 마늘(2Ts),마늘
다진마늘(5g),마늘
마늘(8쪽),마늘
다진 마늘(1.5Ts),마늘
마늘 10g(2개),마늘
다진 마늘 2g(1/3작은술),마늘
다진 마늘(20g),마늘
다진마늘 1.25,마늘
마늘(5g),마늘
다진마늘 1g,마늘
마늘(3~4쪽),마늘
다진 마늘(1Ts),마늘
마늘(20g),마늘
마늘 3g,마늘
마늘 4g,마늘
다진 마늘(5g),마늘
마늘 8g,마늘
마늘 50g,마늘
다진 마늘(0.5Ts),마늘
마늘 2.5g,마늘
다진마늘 15g,마늘
다진 마늘 1.25g,마늘
마늘 10g,마늘
마늘(10쪽),마늘
다진 마늘(4g),마늘
마늘 1.4g,마늘
다진 마늘 3g,마늘
다진 마늘 2g(1/2쪽),마늘
다진마늘(10g),마늘
다진 마늘 2.5,마늘
마늘(4쪽),마늘
마늘 다진것 1g,마늘 것
"다진마늘 5g
곁들이장 : 어간장 15g",마늘 곁들이장 어간장
마늘 1g 고추장 10g,마늘 고추장
"마늘(20g)
고춧가루(10g)",마늘 고춧
"마늘 10g
국물 : 다시마물 400g",마늘 국물 다시마물
다진 마늘 2 국물: 멸치다시마국물(물 300,마늘 국물 멸치다시마국물물
"다진마늘 10g
국물 : 소고기 양지 75g",마늘 국물 소고기 양지
"다진마늘 2g
다진대파 2g",마늘 대파
"다진 마늘(10g)
로즈마리(2g)",마늘 로즈마리
"마늘(20g)
밀가루(20g)",마늘 밀
"마늘(10g)
버터(5g)",마늘 버터
"마늘(10g)
빵가루(10g)",마늘 빵
"마늘(10g)
소스 사과(20g)",마늘 소스 사과
"다진마늘(10g)
- 소스 : 요거트(20g)",마늘 소스 요거트
"마늘(10g)
식용유(10g)",마늘 식용유
"다진마늘 15g
애호박 25g",마늘 애호박
다진 마늘 4g - 양념 : 간장 10g,마늘 양념 간장
"마늘(10g)
양념 저염된장(5g)",마늘 양념 저염된장
"마늘(1g)
•양념장 : 고춧가루(4g)",마늘 양념장 고춧
"마늘(0.1g)
•양념장 : 고춧가루(0.3g)",마늘 양념장 고춧
"마늘(20g)
양파(20g)",마늘 양파
"다진 마늘(1g)
다진 양파(5g)",마늘 양파
"다진 마늘(0.5g)
다진 양파(0.5g)",마늘 양파
"다진 마늘(5g)
다진 양파(10g)",마늘 양파
"마늘(10g)
옥수수(20g)",마늘 옥수수
"마늘(10g)
우유(200g)",마늘 우유
"마늘(10g)
육수 닭뼈(90g)",마늘 육수 닭뼈
"마늘(10g)
참기름(5g)",마늘 참기름
"다진 마늘(10g)
참기름(5g)",마늘 참기름
"마늘(20g)
커리가루(30g)",마늘 커리
"다진 마늘(10g)
케첩(20g)",마늘 케첩
"다진 마늘(1g)
다진 토마토(50g)",마늘 토마토
"다진마늘(10g)
토마토(100g)",마늘 토마토
"다진마늘(3g)
•토마토고추장소스 : 토마토(35g)",마늘 토마토고추장소스 토마토
"마늘(10g)
파프리카(20g)",마늘 파프리카
"다진마늘 15g
푸실리 50g",마늘 푸실리
마늘(20g)m 적양배추(20g),마늘m 적양배추
마늘다진것 3g,마늘것
마늘다진것 1g,마늘것
마늘다진것 0.2g,마늘것
마늘다진것 4g,마늘것
마늘다진것 2g,마늘것
마늘다진것 0.5g,마늘것
마늘다진것 1.3g,마늘것
마늘다진것 1.2g,마늘것
마늘다진것 0.8g,마늘것
마늘다진것 2.5g,마늘것
마늘다진것 1g[소스1]간장 1g,마늘것 간장
마늘다진것 2g 리코타치즈:우유 125g,마늘것 리코타치즈우유
마늘기름 15g,마늘기름
마늘기름 30g,마늘기름
"마늘기름 30g
소스 : 발사믹식초 30g",마늘기름 소스 발사믹식초
"마늘기름 30g
흰후추 1g",마늘기름 흰후추
마늘오일 15g,마늘오일
"마늘오일 15g
곁들이야채 : 양파 25g",마늘오일 곁들이야채 양파
마늘종(30g),마늘종
마늘즙 1g,마늘즙
마늘쫑 5g,마늘쫑
마늘칩 2g,마늘칩
"마늘튀김 15g
소스 : 홀그레인머스터드 15g",마늘튀김 소스 홀그레인머스터드
마른 고추(3g),마른 고추
마른 미역(1g),마른 미역
마른 미역 10g),마른 미역
"마른 미역(2g)
새알심 찹쌀가루(40g)",마른 미역 새알심 찹쌀
"마른 새우(10g)
육수 무(15g)",마른 새우 육수 무
마른 표고버섯(3g),마른 표고버섯
"마른 표고버섯(10g)
순두부(80g)",마른 표고버섯 순두부
"마른 표고버섯(10g)
양념장 저염간장(5g)",마른 표고버섯 양념장 저염간장
마른 홍고추 1g(1/5개),마른 홍고추
마른미역 5g,마른미역
마른미역줄기 10g,마른미역줄기
마스카르포네치즈(35g),마스카르포네치즈
마스카포네치즈(12g),마스카포네치즈
마요네즈(20g),마요네즈
마요네즈 2g,마요네즈
마요네즈(35g),마요네즈
마요네즈 15g,마요네즈
마요네즈(5g),마요네즈
마요네즈(15g),마요네즈
마요네즈(1Ts),마요네즈
마요네즈(30g),마요네즈
마요네즈 4g,마요네즈
마요네즈 15g(1큰술),마요네즈
마요네즈 3g,마요네즈
마요네즈(2.5g),마요네즈
마요네즈(12g),마요네즈
마요네즈(50g),마요네즈
마요네즈 12g,마요네즈
마요네즈 10g,마요네즈
마요네즈 1g,마요네즈
마요네즈 9g,마요네즈
마요네즈(2g),마요네즈
"마요네즈(20g)
- 곁들임채소 : 방울토마토(30g)",마요네즈 곁들임채소 방울토마토
"마요네즈(20g)
머스터드소스 설탕(3g)",마요네즈 머스터드소스 설탕
"마요네즈(5g)
설탕(10g)
- 볶음간장 : 다시마(5g)",마요네즈 설탕 간장 다시마
마요네즈 5g[초대리] 식초 5g,마요네즈 식초
"마요네즈 20g(4작은술)
●장식 : 대추 5g(1개)",마요네즈 장식 대추
"마요네즈(20g)
통조림 연어(1캔=130g)",마요네즈 통조림 연어
"마요네즈(20g)
파스리가루(0.3g)",마요네즈 파스리
마카다미아 5g,마카다미아
막걸리(50g),막걸리
막걸리(100g),막걸리
만가닥버섯 25g,만가닥버섯
만두피(35g),만두피
만두피 75g,만두피
"만두피(20g)
저염간장양념 저염간장(2.5g)",만두피 저염간장양념 저염간장
만송이버섯(50g),만송이버섯
말린 매생이(10g),말린 매생이
"말린 방울토마토 4~5개
(속재료) 시금치 50g",말린 방울토마토 시금치
말린 자두(½컵),말린 자두
"말린 자두(15g)
호두(15g)",말린 자두 호두
말린 청양고추 0.5g,말린 청양고추
말린 토마토 15g,말린 토마토
말린 토마토(2개),말린 토마토
"말린 홍고추(3g)
•오이초절임소스 : 양조식초(60g)",말린 홍고추 오이초절임소스 양조식초
말린오미자(5g),말린오미자
맛간장 30g,맛간장
맛간장 5g,맛간장
맛간장 45g,맛간장
맛간장(2Ts),맛간장
맛간장 7g,맛간장
맛간장 15g,맛간장
맛간장 10g,맛간장
"맛간장 15g
소스 : 멸치간장 15g",맛간장 소스 멸치간장
맛살 50g,맛살
맛살(135g),맛살
맛소금(1g),맛소금
맛술 3.75g,맛술
맛술 3.75,맛술
맛술 8g,맛술
맛술 5,맛술
맛술(0.3Ts),맛술
맛술 0.4g,맛술
맛술(7.5g),맛술
맛술 1.25,맛술
맛술(1T),맛술
맛술(2g),맛술
맛술 2.5,맛술
맛술 15,맛술
맛술(3Ts),맛술
맛술(3g),맛술
맛술 5g,맛술
맛술(10g),맛술
맛술(8g),맛술
맛술(5g),맛술
맛술 2g,맛술
맛술 0.5g,맛술
맛술(15g),맛술
"맛술(10g)
설탕(10g)",맛술 설탕
"맛술(10g)
양파(20g)",맛술 양파
"맛술(10g)
저염간장(20g)",맛술 저염간장
망고(1/2개),망고
망고 150g,망고
망고퓨레(20g),망고퓨레
망고퓨레(50g),망고퓨레
매생이 20g,매생이
매생이 15g,매생이
매생이 120g,매생이
매생이 30g,매생이
매실원액 15g(1큰술),매실
매실농축액 5g,매실농축액
매실식초(2ts),매실식초
매실액 2.5g,매실액
매실액 2g(1/3작은술),매실액
매실액 5g,매실액
매실액 3,매실액
매실액 4.5,매실액
매실액 10g(2작은술),매실액
매실액 2g,매실액
매실액 6g,매실액
매실액 1.5,매실액
"매실액(10g)
대파 다진것(20g)",매실액 대파 것
매실엑기스 5g,매실엑기스
매실장아찌 15g,매실장아찌
매실청 10g,매실청
매실청 15g,매실청
매실청 30g,매실청
매실청 3g,매실청
"매실청(0.2g)
•양념 : 천일염(0.1g)",매실청 양념 천일염
맥주 400g,맥주
머스타드 2g,머스타드
머스타드(17g),머스타드
머스터드 1g,머스터드
머스터드(10g),머스터드
머스터드(3g),머스터드
머스터드(20g),머스터드
머스터드 3g(2/3작은술),머스터드
머스터드(50g),머스터드
"머스터드(20g)
- 곁들임 : 어린잎(10g)",머스터드 곁들임 어린잎
머스터드 씨드 2.5g,머스터드 씨드
머스터드 파우더 0.5g,머스터드 파우더
머스터드소스(15g),머스터드소스
머스터드소스 설탕(3g),머스터드소스 설탕
머스터드조스(1.5g),머스터드조스
머윗대(100g),머윗대
먹물(10g),먹물
"먹물 가루 30g 
(속재료) 토마토 250g",먹물 토마토
먹물파스타 25g,먹물파스타
멍게살 50,멍게살
메닐튀밥 10g,메닐튀밥
메밀가루 20g,메밀
메밀가루 50g,메밀
메밀면 80g,메밀면
메밀면(90g),메밀면
메밀면(70g),메밀면
메밀면(120g),메밀면
메밀면(100g),메밀면
메밀묵(50g),메밀묵
메이플시럽 3g,메이플시럽
메주콩(5g),메주콩
메추리알(100g),메추리알
메추리알 30g(3개),메추리알
메추리알 30g,메추리알
메추리알(5개),메추리알
메추리알 25g,메추리알
메추리알 100g,메추리알
메추리알(3개),메추리알
메추리알(20g),메추리알
"메추리알(35g)
•숙성 : 소금(0.2g)",메추리알 숙성 소금
"삶은 메추리알(15g)
양념 참기름(5g)",메추리알 양념 참기름
멕시코고추 1g,멕시코고추
멜론 110g,멜론
멜론 300g,멜론
멜론 30g,멜론
멥쌀(50g),멥쌀
멥쌀가루(112g),멥쌀
멥쌀(60g),멥쌀
멸치(2.5g),멸치
멸치(7~8마리),멸치
멸치(2g),멸치
멸치(10g),멸치
멸치(20g),멸치
멸치(1g),멸치
멸치(5g),멸치
멸치 5g,멸치
멸치 60g(10개),멸치
"멸치(10g)
마늘(10g)",멸치 마늘
멸치 육수 50g,멸치 육수
- 멸치견과류쌈장 : 다시마국물 10g,멸치견과류쌈장 다시마국물
"멸치다시마육수(300g)
양념 들기름(10g)",멸치다시마육수 양념 들기름
멸치액젓(5g),멸치액젓
멸치액젓 0.2g,멸치액젓
멸치액젓 0.1g,멸치액젓
멸치액젓 3g(2/3작은술),멸치액젓
멸치육수 150g,멸치육수
멸치육수 200g,멸치육수
●멸치육수 : 국물용 멸치 5g(3마리),멸치육수 국물용 멸치
멸치중간것 10g,멸치중간것
명란젓 50g,명란젓
명태(150g),명태
모시조개 15,모시조개
모시조개 150g(3/4컵),모시조개
모시조개 15g,모시조개
모시조개(50g),모시조개
모시조개(6개),모시조개
모시조개 200g,모시조개
모짜렐라 치즈 50g,모짜렐라 치즈
모짜렐라 치즈 12g,모짜렐라 치즈
모짜렐라 치즈 7g,모짜렐라 치즈
모짜렐라 치즈 10g,모짜렐라 치즈
모짜렐라치즈(40g),모짜렐라치즈
모짜렐라치즈(50g),모짜렐라치즈
모짜렐라치즈(20g),모짜렐라치즈
모짜렐라치즈(10g),모짜렐라치즈
모짜렐라치즈 30g,모짜렐라치즈
"모짜렐라치즈(20g)
- 곁들임 : 어린잎(10g)",모짜렐라치즈 곁들임 어린잎
"모짜렐라치즈(20g)
- 닭가슴살 : 닭살(100g)",모짜렐라치즈 닭가슴살 닭살
"모짜렐라치즈(10g)
- 소스 : 양파(20g)",모짜렐라치즈 소스 양파
모차렐라 치즈(1컵=100g),모차렐라 치즈
모차렐라치즈(30g),모차렐라치즈
모차렐라치즈(15g),모차렐라치즈
목이버섯(10g),목이버섯
목이버섯(3g),목이버섯
목이버섯 0.4g,목이버섯
목이버섯 5g,목이버섯
목이버섯 3g,목이버섯
목이버섯 10g,목이버섯
무 35g(1/20개),무
무(100g),무
무,무
무(150g),무
무30g,무
무 250g(1/3개),무
무(50g),무
무 5g,무
무(6g),무
무(20g),무
무 50g,무
무 10g(2cm),무
무 60g,무
무(40g),무
무(10g),무
무 8g,무
무 100g,무
무 10g,무
무 5g(5cm),무
무 30g,무
무(70g),무
무 30g(5×3×2cm),무
무(30g),무
무 20g,무
무 40g,무
무 15g,무
무(80g),무
"무(20g)
- 양념장 : 저염간장(20g)",무 양념장 저염간장
"무(20g)
양파(10g)",무 양파
"무(50g)
양파(20g)",무 양파
"무 25g
육수 : 해물육수 300g",무 육수 해물육수
"무(5g)
•절임물 : 해물육수(8g)",무 절임물 해물육수
무 16g [소스소개] 찜소스:다시마국물 100g,무 찜소스다시마국물
무가당 두유(2컵),무가당 두유
무가당 아보카도 마요네즈(2Ts),무가당 아보카도 마요네즈
무가당 코코아 파우더(3g),무가당 코코아 파우더
무가당 플레인 요거트(2Ts),무가당 플레인 요거트
무가당 휘핑크림 25g,무가당 휘핑크림
무가당 휘핑크림(50g),무가당 휘핑크림
무말랭이 10g,무말랭이
무순 3g,무순
무순 5,무순
무순(20개),무순
무순 20g,무순
무순(3g),무순
무순(⅓줌),무순
무순 1g,무순
무순(2g),무순
무순 10g,무순
무순(10g),무순
무순(8g),무순
무순 2g,무순
"무순(5g)
닭고기 삶는 재료 된장(3g)",무순 닭고기 삶는 재료 된장
"무순(5g)
- 밀전병 : 단호박(100g)",무순 밀전병 단호박
"무순 약간
●마늘 드레싱 : 사과식초 30g(2큰술)",무순 약간 마늘 드레싱 사과식초
무염 버터(20g),무염 버터
무염 버터 10g,무염 버터
무염 치즈(15g),무염 치즈
무염버터 54g,무염버터
무염버터 5g,무염버터
무염버터 30g,무염버터
"무염버터 5g(1작은술)
고명
시금치 10g(3줄기)",무염버터 고명 시금치
무우 40g,무우
무장아찌(20g),무장아찌
무첨가두유(200g),무첨가두유
무청 3g,무청
무청시래기(삶은 것,무청시래기 것
무청시래기 불린 것 50g,무청시래기 불린 것
무화과(20g),무화과
묵은지 20g,묵은지
[ 2인분 ] 묵은지(¼포기),묵은지
묵은지(200g),묵은지
묵은지(100g),묵은지
묵은지(15g),묵은지
문어(100g),문어
문어 3g,문어
문어 50g,문어
문어(20g),문어
물 30ml(2큰술),물
물(300g),물
물 2.5g,물
물 15ml(1큰술),물
물 10ml,물
물 2g,물
물 100g,물
물 4g,물
물 140g,물
물 20,물
물(4컵=800g),물
물(10g),물
(육수) 물 500ml,물
물(25g),물
물 35g,물
물 220ml,물
물(2컵=400g),물
물 30g,물
물 70g,물
물(140g),물
물 400g,물
물(5g),물
물(8g),물
물 90g,물
물(165g),물
물 2ml,물
물(100g),물
물(400g),물
물(17g),물
물 6.6g,물
물(15g),물
물 30ml,물
물 92g,물
물 120ml,물
물 20g,물
물 2ml(1/3작은술),물
물(150g),물
물 100ml,물
물 75g,물
물(180g),물
물 3g,물
물 40.5g,물
물 150ml,물
물 10g),물
물 150g,물
물 50g,물
물(3Ts),물
물 12g,물
물(50g),물
물 300g,물
물 375ml(바게트반죽용),물
물100g,물
물(1260ml),물
물 700g,물
물 15g,물
물 450),물
물 8g,물
물 300ml(1½컵),물
물 40ml,물
물(45g),물
"물 50ml""",물
물 250ml,물
물(250g),물
물(350g),물
물 200g,물
물(27g),물
물 200,물
물(3T),물
물 (40g),물
물(20㎖),물
물 500,물
물 5g),물
물 40g,물
물(½컵),물
물(30g),물
물 10g,물
물 5g,물
물(3컵=600g),물
물 15ml,물
물 50ml(1/4컵),물
물(80g),물
물(40g),물
물 45g,물
물 250g,물
물 300ml,물
물 60g,물
물 25,물
물 180g,물
물 30m,물 30m
물 18g<br /> 이탈리안시즈닝:타임 0.9g,물 br 이탈리안시즈닝타임
물 120g 간장 2g,물 간장
"물 170ml 
(속재료) 고구마 3~4개",물 고구마
"물(500g)
된장양념 콩가루(1g)",물 된장양념 콩
"물(50g)
다진 마늘(10g)",물 마늘
"물(30g)
•밑간 : 후춧가루(1g)",물 밑간 후춧
"물 150g 
(속재료) 삶은 밤고구마 380g",물 밤고구마
물 400g - 부추양념장 : 다시마국물 5g,물 부추양념장 다시마국물
"물 200g
브로콜리 50g",물 브로콜리
물 17g 황설탕 7g,물 설탕
"물 200g
소스 : 된장 15g",물 소스 된장
물 약간,물 약간
물 100g - 양념 : 거피들깨가루 6g,물 양념 거피들깨
"물(300g)
•양념 : 된장(1g)",물 양념 된장
"물(300g)
양념 된장(10g)",물 양념 된장
"물(300g)
•양념 : 들깻가루(2g)",물 양념 들깻
"물(400g)
양념 다진 마늘(5g)",물 양념 마늘
"물(400g)
양념 다진 마늘(2g)",물 양념 마늘
"물(500g)
양념 다진 마늘(10g)",물 양념 마늘
"물(150g)
양념 다진 마늘(3g)",물 양념 마늘
"물(300g)
양념 미소된장(3g)",물 양념 미소된장
"물(60g)
•양념 : 소금(3g)",물 양념 소금
"물(5g)
•양념 : 옥수수전분(5g)",물 양념 옥수수전분
"물(300g)
양념 저염간장(10g)",물 양념 저염간장
물(300g) 양념: 저염간장(10g),물 양념 저염간장
"물(250g)
•양념 : 저염된장(5g)",물 양념 저염된장
"물(300g)
양념 참기름(10g)",물 양념 참기름
"물(250g)
•양념 : 참기름(1g)",물 양념 참기름
"물(600g)
•양념 : 후추(5g)",물 양념 후추
"물(300g)
양념장 고춧가루(1g)",물 양념장 고춧
"물(200g)
•양념장 : 설탕(0.5g)",물 양념장 설탕
"물(26g)
다진 양파(10g)",물 양파
"물 50ml
(토핑) 저염치즈 200g",물 저염치즈
"물 300ml(1½컵)
●채소준비 : 청경채 20g(1개)",물 채소준비 청경채
물 20g [소스소개] 초간장:간장 2g,물 초간장간장
