Original Ingredient,Cleaned Ingredient
"참깨(1g)
간장소스 설탕(1g)",참깨 간장 설탕
"참깨(3g)
두부강된장 참기름(10g)",참깨 된장 참기름
참깨 3g 두부강된장 참기름 10g,참깨 된장 참기름
"부순 참깨(5g)
레몬소스 설탕(2g)",참깨 레몬 설탕
참깨 약간,참깨
"참깨(1g)
•양념 : 저염소금(5g)",참깨 소금
"참깨(2g)
톳 무침양념 설탕(2g)",참깨 톳 설탕
"참깨(3g)
허브타르타르드레싱 양파(20g)",참깨 양파
참께 4g,참께
참나물(3g),참나물
참나물(10g),참나물
참나물 50g,참나물
참나물 10,참나물
참나물(30g),참나물
참나물 5g,참나물
참나물(20g),참나물
참나물 20g,참나물
"참나물(10g)
깻잎(5g)",참나물 깻잎
참느타리버섯(45g),버섯
참다래 30g,키위
참마 25g,마
참외(1개),참외
참외 20g,참외
참외 200g,참외
참외(중간 크기 1개),참외
참외(10g),참외
참외(110g),참외
참취 70g,참취
참치(100g),참치
참치(25g),참치
참치(50g),참치
"참치(12g)
소스 저염간장(5g)",참치ㅍ간장
참치살 10g,참치
참치(캔,참치
찹쌀 70g,쌀
찹쌀가루 5g,쌀
찹쌀가루(4g),쌀
찹쌀가루(5g),쌀
찹쌀 140g(2/3컵),쌀
찹쌀가루 100g,쌀
찹쌀 30g,쌀
찹쌀가루 12,쌀
찹쌀가루(200g),쌀
찹쌀 100g,쌀
찹쌀(100g),쌀
찹쌀가루 8.75g,쌀
찹쌀가루 30g,쌀
찹쌀 50g,쌀
찹쌀가루(0.5g),쌀
찹쌀가루(2Ts),쌀
찹쌀가루 0.5g,쌀
찹쌀가루 15g,쌀
찹쌀가루 10g,쌀
찹쌀(40g),쌀
찹쌀가루 18g,쌀
찹쌀가루 20g,쌀
찹쌀 25g,쌀
찹쌀가루(13g),쌀
찹쌀 10g,쌀
찹쌀가루(10g),쌀
찹쌀가루 8g,쌀
찹쌀가루(50g),쌀
찹쌀가루(20g),쌀
찹쌀가루 60g,쌀
찹쌀(50g),쌀
찹쌀가루(3g),쌀
찹쌀가루 12g,쌀
찹쌀 15g,쌀
"찹쌀가루(30g)
청국장소스 양송이버섯(20g)",쌀 청국장 버섯
"채 썬 돼지고기(30g)
양념 다진 마늘(7g)",돼지고기 마늘
채 썬 양파(50g),양파
●구운채소 : 가지 20g(3cm),채소 가지
채소 육수(100㎖),채소 육수
천도복숭아(½개),복숭아
천도복숭아 30g,복숭아
천연조미료 5g,천연조미료
천일염(0.5Ts),소금
천일염(0.5g),소금
천일염(5g),소금
천일염 0.2g,소금
천일염(0.1g),소금
천일염 0.1g,소금
청,""
청 피망 8g,피망
청경재 80g,청경재
청경채(2개),청경채
청경채 25g(2개),청경채
청경채(30g),청경채
청경채 50g,청경채
청경채(25g),청경채
청경채 20,청경채
청경채(1단),청경채
청경채 20g,청경채
청경채(20g),청경채
"청경채(20g)
누룽지(50g)",청경채 쌀
"청경채 60g
무조림 : 무 150g",청경채 무
"청경채 20g
애호박 25g",청경채 호박
청고주 2g<br />저나트륨 초고추장:고추장 1g,고추장
청고추 0.2g,고추
청고추 15g,고추
청고추(5g),고추
청고추 10g,고추
청고추 17g,고추
청고추(15g),고추
다진청고추 15g,고추
다진청고추 5g,고추
청고추 20g(1개),고추
청고추 5g,고추
청고추(10g),고추
청고추(1개),고추
청고추17g,고추
다진 청고추(1ts),고추
청고추 1g,고추
다진청고추 7g,고추
청고추 3g,고추
청고추 2g,고추
청고추 20g,고추
청고추(1g),고추
청고추 0.5g,고추
청고추 2.5g,고추
청고추 다진것 1g,고추
"청고추 25g
국물 : 해물육수 400g",고추 해물육수
"청고추 15g
노란파프리카 20g",고추 파프리카
"청고추 15g
소스 : 일본 된장 30g",고추 된장
"청고추 15g
홍고추 15g",고추
"청고추 20g
홍고추 15g",고추
청고추다진것 3g,고추
청고추다진것 1g,고추
청고추다진것 2g,고추
청고추다진것 4g,고추
청국장(16g),청국장
청국장가루 15g,청국장
청국장(30g),청국장
청국장가루 20g,청국장
청국장가루 5g(1작은술),청국장
청상추(2장),상추
청색) 각 7g,""
청양고추 2g,고추
다진 청양고추(1g),고추
청양고추(10g),고추
청양고추 5g(1/2개),고추
청양고추(3g),고추
청양고추(1g),고추
청양고추(5g),고추
청양고추(2개),고추
청양고추 5g,고추
다진 청양고추(0.5Ts),고추
청양고추 2,고추
청양고추(1개),고추
청양고추 7g,고추
청양고추 2.5,고추
청양고추 5g(1개),고추
청양고추 1g,고추
다진 청양고추 2.5g,고추
청양고추 15g,고추
청양고추 10g,고추
청양고추(20g),고추
청양고추(4g),고추
청양고추(2g),고추
청양고추 10g(1/2개),고추
청양고추 5,고추
청양고추(8g),고추
청양고추 30g,고추
청양고추 3g,고추
청양고추 20g,고추
"청양고추 25g
고사리양념 : 맛간장 15g",고추 간장
"청양고추(1g)
대파(10g)",고추 대파
"청양고추 30g
미나리 25g",고추 미나리
"청양고추(2g)
백합(150g)",고추 백합
"청양고추(2g)
양념 다진 마늘(10g)",고추 마늘
"청양고추(3g)
양념장 설탕(1g)",고추
"청양고추 20g
육수 : 천연다시다 15g",고추 쇠고기
"청양고추(5g)
•육수재료 : 닭뼈(200g)",고추 닭
청주 1.5g,""
청주 3g,""
청주 1g,""
청주 30g,""
청주 10g,""
청주 1.1g,""
청주 2g,""
청주 15g,""
"청주 15g
국물 : 거피한 들깨가루 100g",들깨
"청주 15g
레몬즙 5g",레몬
"청주(1g)
보리새우(3g)",새우
청파프리카 10g(1/10개),파프리카
청파프리카 50g(1/2개),파프리카
청포도(50g),포도
청포도 35g,포도
청포묵(150g),청포묵
청포묵(30g),청포묵
청포묵(50g),청포묵
청포묵(20g),청포묵
청피망 15g,피망
청피망 4.5g,피망
청피망 25g,피망
청피망 3g,피망
청피망 30g,피망
청피망 3g(3×1cm),피망
청피망(15g),피망
청피망 50g,피망
청피망 10g,피망
청피망 20g,피망
청피망 5g,피망
청피망(30g),피망
청피망 2.3g,피망
청피망(20g),피망
청피망(10g),피망
청피망 40g,피망
"청피망(3g)
•마요네즈드레싱 : 마요네즈(5g)",피망 마요네즈
"청피망(20g)
파프리카(20g)",파프리카
청피망다진것 10g,파프리카
청홍고추 0.1g,고추
청홍고추 0.2g,고추
"청홍고추 각각 15g
노란 파프리카 30g",고추 파프리카
청·홍고추다진것 1g,고추
슬라이스 체더치즈(2장),치즈
체더치즈(2.5Ts),치즈
체리 15g,체리
체리(10g),체리
체리 40g,체리
체리(50g),체리
체리 20g,체리
"체리 10g
해독주스 : 바나나 50g",체리 바나나
체리토마토 10g,체리 토마토
쳥양고추 3g(1/3개),고추
초록,""
춘권피 30g,밀
춘권피 20g,밀
춘권피(10장),밀
취나물 20g,취나물
취나물 5g,취나물
취나물(50g),취나물
데친 취나물 10,취나물
취나물(20g),취나물
취나물(3g),취나물
치아바타(2개),빵
치자 2g,치자
치자가루(10g),치자
치자(10g),치자
치자 5g,치자
치즈(1장),치즈
치즈 5g,치즈
치즈(10g),치즈
치즈(40g),치즈
슬라이스 치즈 8g,치즈
치즈가루 15g,치즈
치즈(30g),치즈
치즈(50g),치즈
치즈가루 25g,치즈
치즈(20g),치즈
치즈슬라이스 20g,치즈
슬라이스치즈 5g,치즈
치즈슬라이스 4g,치즈
치즈슬라이스 10g,치즈
"치즈(30g)
밀가루(20g)",치즈 밀
"치즈 25g
파슬리가루 1g",치즈 파슬리
치커리 10g(3줄기),치커리
치커리 15g,치커리
치커리(35g),치커리
치커리(3g),치커리
치커리 6g,치커리
치커리 8g,치커리
치커리 20g,치커리
치커리(15g),치커리
●치커리 샐러드 : 치커리 30g(10줄기),치커리
"치커리(5g)
•소스 : 사과(20g)",치커리 사과
"치커리 약간
●시금치우유 소스 : 시금치 10g",치커리 시금치 우유
치킨육수(200g),닭
치킨육수(100g),닭
칠리소스(50g),고추
칠리소스(20g),고추
"칠리소스(30g)
가쯔오부시(5g)",고추 가다랑어
카놀라유 20g,카놀라유
카놀라유 3g(2/3작은술),카놀라유
카레가루 2g,강황
카레가루 45g,강황
카레가루 1.52g,강황
카레가루 3g,강황
카레가루 0.4g,강황
카레가루(70g),강황
카레가루(30g),강황
카레가루(1Ts),강황
카레가루 10g,강황
카레가루(15g),강황
카레가루 0.5g,강황
카레가루(20g),강황
카레가루 15g,강황
카레가루(5g),강황
카레가루(10g),강황
"카레가루 20g
감자 50g",강황 감자
"카레가루(10g)
녹말가루(10g)",강황 녹말
"카레가루(20g)
현미쌀(50g)",강황 쌀
카스테라(2g),카스테라
카스텔라가루 10g,카스테라
카스텔라 18g,카스테라
카스텔라 20g,카스테라
카스텔라 100g,카스테라
카엔패퍼 2g,고추
카엔페퍼 0.2g,고추
카옌 페퍼(0.5Ts),고추
칵테일 새우 50g,새우
칵테일 새우 14g,새우
칵테일새우 25g,새우
칵테일새우(14마리),새우
[ 2인분 ] 칵테일새우(2마리),새우
칵테일새우 30g,새우
칵테일새우 100g,새우
칵테일새우(200g),새우
칵테일새우 50g,새우
칵테일새우 5g,새우
칵테일새우(30g),새우
칵테일새우 20g(5마리),새우
칵테일새우 20g,새우
"칵텔새우(20g)
스파게티(100g)",새우 스파게티면
칼국수면 80g,칼국수면
캐슈넛 2g,캐슈넛
캐슈넛(20g),캐슈넛
"캐슈넛 10g
•양념 : 무염버터 10g",캐슈넛 버터
"캐슈넛(20g)
잣(10g)",캐슈넛 잣
캔 옥수수 20g,옥수수
캔 토마토 20g,토마토
캔옥수수 10g,옥수수
캔참치 20g,참치
캔참치 3g,참치
캔참치 20g<strong>[드래싱]</strong> 올리브오일 2g,참치
캔참치 5g[밑간] 후추약간,참치
커민(1Ts),커민
커민(0.5Ts),커민
커민파우더(2Ts),커민
커피 1g,커피
컬리플라워 40g(1/3송이),컬리플라워
컬리플라워 20g,컬리플라워
컬리플라워(50g),컬리플라워
케이엔페퍼약간,고추
케이퍼 3g,케이퍼
케일(5g),케일
케일(50g),케일
케일(1장),케일
케일20g,케일
"케일 샐러드
보라로즈케일 15g(3장)",케일
"케일 15g(3장)
오미자 드레싱
오미자물 100g(1/2컵)",케일 오미자
"케일(3g)
참치밑간 후춧가루(3g)",케일 참치 후추
케찹 15g,토마토
케찹 5g,토마토
케첩 4g,토마토
케첩(10g),토마토
케첩 9g,토마토
케첩(20g),토마토
케첩(45g),토마토
케첩 10g,토마토
"케첩(20g)
생크림(20g)",토마토 생크림
"케첩(20g)
올리고당(20g)",토마토
코다리 150g,코다리
코다리 200g,코다리
코다리 250g,코다리
코리앤더가루(0.5Ts),고수
코리앤더 씨드 1g,고수
코리앤더파우더(2Ts),고수
코코넛슬라이스(50g),코코넛
코코넛 밀크(14g),코코넛
코코넛 오일 20g,코코넛
"코코넛 오일 12g 
(속재료) 단호박 700g",코코넛 단호박
코코넛밀크(20g),코코넛
코코넛밀크(40g),코코넛
코코넛밀크(25g),코코넛
코코넛설탕(12g),코코넛
코코넛워터(100㎖),코코넛
코코아 30g,코코아
콜라비 10g,콜라비
콜라비 200g,콜라비
콜라비(1/2개),콜라비
콜라비 5g,콜라비
[ 2인분 ] 콜리플라워(200g),콜리플라워
콜리플라워(50g),콜리플라워
[ 2인분 ] 콜리플라워(50g),콜리플라워
콜리플라워 25g,콜리플라워
"콜리플라워 30g
브로콜리 100g",콜리플라워 브로콜리
검은콩가루 24g,콩
콩가루(5g),콩
콩 30g,콩
볶은 콩가루 60g,콩
검은콩(200g),콩
콩가루(100g),콩
콩가루(15g),콩
검은콩(20g),콩
검은콩 70g,콩
삶은 검은콩(½컵),콩
콩가루(20g),콩
콩가루(10g),콩
검은콩 두유(200㎖),두유
콩기름 2.0g,콩기름
콩기름 5g,콩기름
콩기름 2g,콩기름
콩기름 4g,콩기름
콩기름 1,콩기름
콩기름 4,콩기름
콩나물 16g,콩나물
콩나물 50g,콩나물
콩나물(100g),콩나물
콩나물 40g,콩나물
콩나물(150g),콩나물
콩나물(1줌=20g),콩나물
콩나물(20g),콩나물
콩나물 30,콩나물
콩나물 10g,콩나물
콩나물 30g(1/6봉지),콩나물
"콩나물 30g
국물 : 닭가슴살 70g",콩나물 닭
"콩나물(10g)
배추(40g)",콩나물 배추
"콩나물(50g)
양념 다진 마늘(8g)",콩나물 마늘
검은콩두부(30g),두부
검은콩두유 50g,두유
콩비지 20g,콩
콩비지(50g),콩
"콩비지(100g)
양념 참기름(8g)",콩 참기름
검은콩튀밥 10g,콩
퀴노아 3g,퀴노아
퀴노아(8g),퀴노아
큐민파우더 1g,큐민
크래미(2줄),맛살
크래미(10g),맛살
크래비(20g),맛살
크래커 15g,과자
크랜베리 3g,크랜베리
크랜베리 100g,크랜베리
크랜베리(7g),크랜베리
크랜베리(30g),크랜베리
크랜베리(8g),크랜베리
크랜베리(2g),크랜베리
크랜베리(10g),크랜베리
크랜베리(15g),크랜베리
크랜베리(5g),크랜베리
크랜베리 24g,크랜베리
크랜베리(25g),크랜베리
크레미(40g),맛살
크렌베리 15g,크렌베리
"크렌베리 10g
다진양파 15g",크렌베리 양파
"크린베리 10g
양념장 : 맛간장 15g",크린베리 간장
크림 17.5g,크림
"크림소스(20g)
캐슈넛(20g)",크림 캐슈넛
크림치즈 5g(1작은술),치즈
크림치즈(20g),치즈
크림치즈(10g),치즈
크림치즈 100g,치즈
크림치즈(50g),치즈
키엔페퍼 1g,고추
키위(10g),키위
키위 30g,키위
키위 100g(1개),키위
키위 20g,키위
키위(7g),키위
키위(60g),키위
키위 10g,키위
"키위(30g)
파인애플(30g)",키위 파인애플
●키위샐러드 : 키위 60g(1개),키위
키위소스 20g,키위
타가토스(5g),설탕
타가토스(10g),설탕
타바스코 1g[카레오일]올리브오일 1g,고추 올리브오일
타비스코 소스 1g,고추
타임 5g,타임
타임(4~5줄기),타임
타임 2.5g,타임
타임 2g,타임
타임 마른것 0.5g,타임
타임다진것 0.5,타임
타임마른것 0.5g,타임
타임마른것 0.3g,타임
타피오카 전분 80g,타피오카
탄산수 50g,""
탄산수(100g),""
탄산수 200g,""
탄산수 30g,""
탄산수(1컵),""
탄산수(500g),""
탈리아텔레(200g),파스타면
탈지분유(8g),우유
황태 30g,황태
황태(100g),황태
황태 머리(1개),황태
"황태(100g)
육수(100g)",황태
"황태(4g)
•육수 : 황태머리(5g)",황태
황태머리 40g,황태
황태채(100g),황태
황태포(2g),황태
"황태포(10g)
양념 다진 마늘(1g)",황태 마늘
"황태해장국
황태(채) 15g(10개)",황태
토란 50g,토란
토르티야(4장),또띠아
토마토(2~3개),토마토
토마토(30g),토마토
토마토(2개),토마토
토마토(100g),토마토
토마토(200g),토마토
토마토 600g(3개),토마토
토마토(5g),토마토
토마토(중간 크기 1개),토마토
토마토 25g,토마토
토마토(3개),토마토
토마토 8g,토마토
토마토 50g,토마토
토마토 10g,토마토
토마토(17g),토마토
토마토(125g),토마토
토마토 61.5g,토마토
토마토 80g,토마토
토마토 100g,토마토
토마토(50g),토마토
토마토 30g,토마토
토마토(120g),토마토
토마토(1½개),토마토
다진 토마토(1컵),토마토
토마토(25g),토마토
토마토(250g),토마토
토마토(20g),토마토
토마토(1개),토마토
토마토(½개),토마토
토마토 200g(1½개),토마토
토마토 35g,토마토
토마토 50g(1/2개),토마토
토마토(80g),토마토
완숙 토마토(80g),토마토
토마토 15g,토마토
토마토 20g,토마토
[ 2인분 ] 토마토(2개),토마토
토마토(356g),토마토
토마토 9g,토마토
토마토(150g),토마토
토마토 25g[양념장] 간장 5g,토마토 간장
"토마토(40g)
- 곁들임 : 팽이버섯(20g)",토마토 버섯
"토마토(25g)
닭육수 닭다리(1개)",토마토 닭
"토마토(250g)
돼지고기(사태",토마토 돼지고기
"토마토(25g)
된장양념 콩가루(5g)",토마토 콩
"토마토(20g)
두부(80g)",토마토 두부
"토마토(300g)
라면스프(3g)",토마토 라면스프
"토마토(40g)
모짜렐라치즈(30g)
- 소스 : 토마토소스(20g)",토마토 치즈
"토마토(30g)
비트(0.5g)",토마토 비트
"토마토 소스(50g)
육수(150g)",토마토
"토마토(200g)
양념 설탕(4g)",토마토 설탕
"토마토(20g)
양파(20g)",토마토 양파
"토마토(50g)
양파(20g)",토마토 양파
토마토 120g  토마토소스:셀러리 8g,토마토 셀러리
"토마토(20g)
토마토페스트(20g)",토마토
토마토 페이스트(30g),토마토
토마토 페이스트(20g),토마토
토마토소스(50g),토마토
토마토소스 5g,토마토
토마토소스 10g,토마토
토마토소스(20g),토마토
토마토소스 20g,토마토
토마토케첩 4g,토마토
토마토케첩 2g,토마토
토마토케첩 1g,토마토
토마토케첩 5g,토마토
토마토케첩(50g),토마토
토마토케첩 3g,토마토
토마토케첩 8g,토마토
토마토콩카세 15g,토마토
토마토콩카세 10g,토마토
토마토콩카세 30g,토마토
토마토페이스트 3g,토마토
토마토페이스트 8g,토마토
토마토페이스트 13.7g,토마토
토마토페이스트(20g),토마토
토마토페이스트 200g,토마토
토마토페이스트(10g),토마토
토마토홀 30g,토마토
토마토홀 50g,토마토
톳 5g,톳
톳(30g),톳
톳 무침양념 설탕(2g),톳
톳나물 15g,톳
통계피(5g),계피
통깨(3g),깨
통깨 3g,깨
통깨(5g),깨
통깨 적당량,깨
통깨 0.3g,깨
통깨 1,깨
통깨 0.4g,깨
통깨 0.2g,깨
통깨 10g,깨
통깨 0.1g,깨
통깨 0.01g,깨
통깨 7g,깨
통깨 5g,깨
볶은통깨 3.8g,깨
통깨 1g,깨
통깨 0.5g,깨
통깨(0.5g),깨
통깨 0.5,깨
통깨(2g),깨
통깨(1g),깨
통깨 2g,깨
통깨 5g [시럽] 물엿 3g,깨
"통깨(2g)
배(20g)",깨 배
"통깨 10g
샐러드 : 수삼 1개(20g)",깨 수삼
"통깨 1g
소스 : 딸기잼 30g",깨 딸기잼
"통깨(1g)
•소스 : 저염간장(5g)",깨 간장
통깨 약간,깨
통깨 1.3g [소스소개]양념간장:물 30g,깨 간장
통깨 1.5 양념장: 고추장 5,깨 고추장
"통깨(5g)
- 양념장 : 고춧가루(20g)",깨 고추
"통깨 5g
양념장 : 맛간장 15g",깨 간장
"통깨(3g)
- 양념장 : 저염간장(10g)",깨 간장
"통깨(5g)
- 양념장 : 토마토(50g)",깨 토마토
"통깨(2g)
어린잎(10g)
- 소스 : 저염간장(10g)",깨 간장 새싹
"통깨(3g)
후춧가루(0.05g)
- 육수 : 양지육(50g)",깨 후추 소고기
통도라지 80g,도라지
통마늘 0.3g,마늘
통마늘 10g,마늘
통마늘 3g,마늘
통마늘 15g,마늘
통마늘(3g),마늘
통마늘 20g,마늘
통마늘(10g),마늘
"통마늘(10g)
양념 맛술(10g)",마늘
(반죽재료) 통밀가루 200g,밀
통밀가루(45g),밀
(반죽재료) 통밀가루 50g,밀
통밀가루(¼컵),밀
통삼겹 200g,돼지고기
통삼겹 250g,돼지고기
"통삼겹 200g
조림장 : 맛간장 30g",돼지고기 간장
통삼겹살(150g),돼지고기
통생강 20g,생강
통아몬드 4g,아몬드
통오징어(100g),오징어
통조림 참치(50g),참치
통조림 홀토마토(2캔=822g),토마토
통조림단팥장식용,팥
통조림콩(20g),콩
통후추(1g),후추
통후추(3알),후추
통후추(6알),후추
통후추 0.5g,후추
통후추 15g,후추
통후추 2g,후추
통후추(5g),후추
통후추 1g,후추
통후추(1ts),후추
통후추(5알),후추
통후추(20알),후추
통후추(10알),후추
통후추 적당량,후추
통후추(2g),후추
"통후추 2g
다진대파 5g",후추 대파
"통후추 2g
대파 20g",후추 대파
"통후추 3g
소스 : 발사믹 식초 100g",후추 발사믹식초
"통후추(3g)
식용유(10g)",후추 식용유
통후추 약간,후추
"통후추(5g)
올리고당(20g)",후추
"통후추(1g)
올리브유(15g)",후추 올리브유
통후추부순것 2g,후추
튀김가루 10g,밀
튀김가루(20g),밀
튀김가루(½컵),밀
튀김가루 5g,밀
튀김가루(200g),밀
튀김가루(100g),밀
튀김가루 30g,밀
튀김가루 4.25g,밀
튀김가루(50g),밀
튀김기름 8g,식용유
튀김기름(200g),식용유
튀김기름 3g,식용유
튀김기름(400g),식용유
"튀김기름(200g)
- 리코타치즈 : 우유(50g)",식용유 치즈 우유
"튀김기름(200g)
브로컬리(30g)",식용유 브로컬리
튀김기름 5g [고등어 밑 양념]생강즙 1g,식용유 생강
"튀김기름(400g)
- 소스 : 레몬(10g)",식용유 레몬
"튀김기름(400g)
- 소스 : 양파(20g)",식용유 양파
"튀김기름(200g)
- 소스 : 오렌지주스(100g)",식용유 오렌지
"튀김기름(300g)
- 소스 : 저염간장(30g)",식용유 간장
"튀김기름(200g)
- 소스 : 칠리소스(30g)",식용유 고추
"튀김기름(400g)
- 소스 : 크림소스(30g)",식용유 크림소스
"튀김기름(200g)
- 소스 : 토마토소스(50g)",식용유 토마토
"튀김기름(200g)
- 소스 : 파프리카(30g)",식용유 파프리카
"튀김기름(100g)
양송이버섯(30g)",식용유 버섯
튀김기름 10g [소스] 올ㄹ브오일 1g,식용유
"튀김기름(400g)
키위(20g)
- 소스 : 저염간장(20g)",식용유 키위  간장
"튀김기름(400g)
- 튀김소스 : 마요네즈(20g)",식용유 마요네즈
다진 파(20g),파
파(10g),파
파 3g,파
파(30g),파
파 4g,파
다진 파(2g),파
다진 파 3g,파
파 10g,파
다진파 2.5,파
파(2g),파
다진 파 1.25,파
다진 파(1g),파
다진 파 2.25g,파
파 15g(1큰술),파
다진 파 4,파
다진파 5g,파
파(5g),파
파 1g,파
파10g,파
파 2.5g,파
다진 파 5g,파
파(3.5g),파
다진파 15g,파
다진 파(1ts),파
다진 파 2.5g,파
파 9g,파
파 2g,파
파 5g,파
파 140g(1/2개),파
다진 파(5g),파
"다진 파(10g)
다진 마늘(5g)",파 마늘
"파(10g)
- 소스 : 설탕(20g)",파 설탕
파다진것 5g,파
파다진것 0.2g,파
파다진것 2g,파
파다진것 4g,파
파래(생것) 10,파래
파래김 1g,파래
파래김 0.5,파래
파르메산 치즈가루(5g),치즈
파르메산 치즈가루(약간),치즈
파르메산 치즈(1Ts),치즈
파르메산 치즈가루(1컵) 월계수잎(1장),치즈 월계수잎
파마산가루 3g,치즈
파마산 치즈 5g,치즈
파마산치즈 7g,치즈
파마산치즈 4.9g,치즈
파마산치즈 2g,치즈
파마산치즈 4g,치즈
파마산치즈 15g,치즈
파마산치즈 10g,치즈
파마산치즈가루(20g),치즈
파마산치즈 3g,치즈
파마산치즈 1g,치즈
파스타(100g),파스타면
파스타(80g),파스타면
파스타면 50g,파스타면
파슬리가루 1g,파슬리
파슬리가루(0.5g),파슬리
파슬리(3g),파슬리
파슬리가루(0.3g),파슬리
다진 파슬리(0.5Ts),파슬리
파슬리가루(0.3Ts),파슬리
파슬리가루(1ts),파슬리
파슬리가루(0.1g),파슬리
파슬리 0.5g,파슬리
파슬리가루(0.5Ts),파슬리
파슬리가루(8g),파슬리
파슬리가루(약간),파슬리
파슬리가루 2g,파슬리
파슬리가루(2g),파슬리
파슬리 1g,파슬리
파슬리(5g),파슬리
파슬리 다진것 약간[소스소개]비트양념:식초 15g,파슬리
"파슬리가루 1g
소스 : 르네디종 홀그레인머스터 15g",파슬리 머스타드
"파슬리가루(0.1g)
소스 설탕(2g)",파슬리 설탕
"파슬리가루(1g)
•양념 : 버터(5g)",파슬리 버터
"파슬리가루(1g)
올리브유(5g)",파슬리 올리브유
"파슬리가루(0.3g)
- 육수(100g) : 조개(30g)",파슬리 조개
파슬리다진것 2g,파슬리
파슬리다진것 5g,파슬리
파슬리다진것 0.4g,파슬리
파슬리다진것 3g,파슬리
파슬리다진것 1g[소스소개] 지중해소스:토마토 20g,파슬리 토마토
파슬리말린것 1g,파슬리
파인소프트 C 50g,타피오카
파인소프트 T 300g,타피오카
파인애플 28g,파인애플
파인애플(20g),파인애플
파인애플(30g),파인애플
파인애플 15g,파인애플
파인애플(50g),파인애플
파인애플(15g),파인애플
파인애플(7g),파인애플
파인애플 6.6g,파인애플
파인애플(45g),파인애플
파인애플 1.5g,파인애플
파인애플 35g,파인애플
파인애플(10g),파인애플
"파인애플(20g)
- 양념장 : 고추장(20g)",파인애플 고추장
파인애플 통조림 100g,파인애플
파인애플 통조림 국물 4.5g,파인애플
"파인애플(30g)
표고버섯(20g)",파인애플 버섯
파인애플주스 1.6g,파인애플
파인애플주스 1.5g,파인애플
파인애플통조림 5g,파인애플
파채(100g),파채
파트 페레멘테 95g,""
파프리카 가루 1g,파프리카
파프리카 3.2g,파프리카
파프리카(50g),파프리카
파프리카 100g,파프리카
파프리카가루 2g,파프리카
파프리카 50g,파프리카
파프리카(60g),파프리카
황파프리카 15g,파프리카
황파프리카 10g,파프리카
황파프리카 10g(1/10개),파프리카
파프리카(120g),파프리카
다진 파프리카(1컵),파프리카
파프리카(1/4개),파프리카
파프리카가루 1g,파프리카
파프리카(30g),파프리카
파프리카(빨간색/노란색) 12.5g,파프리카
파프리카(10g),파프리카
파프리카(15g),파프리카
파프리카(40g),파프리카
파프리카(3g),파프리카
파프리카 17g,파프리카
파프리카(45g),파프리카
황파프리카(30g),파프리카
파프리카 (50g),파프리카
파프리카가루(3g),파프리카
파프리카(⅓개),파프리카
파프리카가루(2Ts),파프리카
황파프리카 140g(1½개),파프리카
파프리카(⅛개),파프리카
파프리카 1g,파프리카
황파프리카 50g(1/2개),파프리카
황파프리카 5g,파프리카
파프리카 1.1g,파프리카
파프리카 25g,파프리카
파프리카가루(약간),파프리카
파프리카(1/2개),파프리카
다진 파프리카(6g),파프리카
파프리카 20g,파프리카
파프리카(20g),파프리카
파프리카(빨강/노랑) 각 5g,파프리카
"파프리카(20g)
느타리(20g)",파프리카 버섯
"파프리카(30g)
당근(20g)",파프리카 당근
"파프리카(20g)
당근(20g)",파프리카 당근
"파프리카(100g)
밀가루(30g)",파프리카 밀
"파프리카(30g)
방울토마토(15g)",파프리카 토마토
"파프리카(8g)
붉은 고추(2g)",파프리카 고추
"파프리카(30g)
소고기(150g)",파프리카 소고기
"파프리카 100g(1개)
●소스 : 된장 15g(1큰술)",파프리카 된장
"파프리카(20g)
- 소스 : 양파(20g)",파프리카 양파
"파프리카(20g)
오이(20g)",파프리카 오이
파프리카 5g[소스소개] 저나트륨 조림소스:간장 3.4g,파프리카 간장
"파프리카(20g)
청피망(20g)",파프리카 피망
"다진 파프리카(노랑) 15g
다진 청피망 15g",파프리카 피망
"파프리카(20g)
토마토(20g)
- 소스 : 발사믹소스(20g)",파프리카 토마토 발사믹소스
"파프리카(20g)
후춧가루(0.02g)",파프리카 후추
파프리카(노랑,파프리카
파프리카(빨간색,파프리카
파프리카(빨강,파프리카
판곤약 60g,곤약
판젤라틴 5.3g,젤라틴
판젤라틴(2g),젤라틴
판젤라틴(1장),젤라틴
판젤라틴(1.5g),젤라틴
판젤라틴(10g),젤라틴
팔각(1개),팔각
팥 40g,팥
팥 5g,팥
팥 10g,팥
팥(20g),팥
팥앙금(5g),팥
패주 5g,조개
패주 16g,조개
팽이 15g,버섯
팽이버섯 3g,버섯
[ 2인분 ] 팽이버섯(½봉),버섯
팽이버섯(20g),버섯
팽이버섯 70g,버섯
팽이버섯(35g),버섯
팽이버섯(3g),버섯
팽이버섯(150g),버섯
팽이버섯(1봉),버섯
팽이버섯 15g,버섯
팽이버섯 0.1g,버섯
황금팽이버섯 10g,버섯
팽이버섯 20g,버섯
팽이버섯 1.3g,버섯
팽이버섯 30,버섯
[ 2인분 ] 황금팽이버섯(400g),버섯
팽이버섯 10g,버섯
팽이버섯 5g,버섯
팽이버섯(5g),버섯
팽이버섯(7g),버섯
팽이버섯(30g),버섯
"팽이버섯(20g)
달걀(30g)",버섯 계란
"팽이버섯(40g)
당면(21g)",버섯 당면
"팽이버섯(5g)
•육수 : 닭육수(250g)
•양념 : 일식된장(25g)",버섯 닭 된장
