부추 콩가루 찜,부추 콩가루 찜,"['', '참기름', '참깨', '부추', '마늘', '대파', '고추']","['Chilly', 'Other grains', 'Chives', 'Green onion', 'Garlic']"
감닭떡갈비,감닭떡갈비,"['', '닭', '후추', '식용유', '양파', '마늘', '소금', '감자', '계란', '쌀']","['Onion', 'Potato', 'Eggs', 'Rice', 'Garlic', 'Chicken']"
겨자아욱쌈밥,겨자아욱쌈밥,"['', '생크림', '호박', '참기름', '된장', '두부', '새싹', '아욱', '날치알', '쌀']","['Beans', 'Other seasonings', 'Other grains', 'Other fruiting vegetables', 'Other fish', 'Rice', 'Other dairy products']"
다마고도후,다마고도후,"['', '매생이', '다시마', '간장', '무순', '계란', '날치알']","['Radish', 'Beans', 'Other seasonings', 'Other seafood', 'Eggs', 'Other fish']"
단호박생채,단호박생채,"['', '호박', '배', '양파', '부추', '다시마', '마늘', '고추', '새우', '까나리액젓']","['Other shellfish', 'Other fruits', 'Beans', 'Other seasonings', 'Other seafood', 'Onion', 'Chilly', 'Chives', 'Other fruiting vegetables', 'Shrimp', 'Other fish', 'Garlic']"
닭가슴살 스테이크,닭가슴살 스테이크,"['', '토마토', '닭', '후추', '가지', '올리브오일', '오레가노', '마늘', '치즈', '소금']","['Tomato', 'Other grains', 'Cheese', 'Other fruiting vegetables', 'Garlic', 'Chicken']"
마늘드레싱을 곁들인 키위샐러드,마늘드레싱을 곁들인 키위샐러드,"['', '토마토', '설탕', '땅콩', '아몬드', '양상추', '마늘', '키위']","['Other fruits', 'Other seasonings', 'Tomato', 'Kiwi', 'Other herbage crop', 'Almond', 'Peanut', 'Garlic']"
깻잎향을 입힌 관자 샐러드,깻잎향을 입힌 관자 샐러드,"['관자', '레시틴', '올리브오일', '후추', '석류', '꽃', '깻잎', '돌나물']","['Other herbage crop', 'Other fruits']"
건강그린 샐러드와 고소한 두유드레싱,건강그린 샐러드와 고소한 두유드레싱,"['', '토마토', '설탕', '양상추', '식초', '마요네즈', '물엿', '치커리']","['Tomato', 'Other herbage crop', 'Eggs']"
케일 오미자 샐러드,케일 오미자 샐러드,"['', '식초', '케일']",[]
꼬막 달래 된장 무침,꼬막 달래 된장 무침,"['', '달래', '꼬막', '사과', '참기름', '고추장', '마늘', '깨', '깻잎']","['Other shellfish', 'Beans', 'Other seasonings', 'Chilly', 'wild chive', 'Other grains', 'Other herbage crop', 'Garlic', 'Apple']"
베이컨 가지 말이,베이컨 가지 말이,"['', '가지', '와사비', '올리고당', '배', '양파', '마늘', '베이컨', '고추', '식초', '파프리카']","['Other fruits', 'Chilly', 'Onion', 'Other fruiting vegetables', 'Garlic']"
청국장소스 연어 스테이크,청국장소스 연어 스테이크,"['', '마늘', '청국장', '연어']","['Garlic', 'Other fish', 'Beans', 'Other seasonings']"
두부곤약조림,두부곤약조림,"['', '가지', '곤약', '애호박', '간장', '고추기름', '두부']","['Chilly', 'Other fruiting vegetables', 'Other seasonings', 'Beans']"
아귀나가사키조림,아귀나가사키조림,"['', '게', '미나리', '후추', '문어', '아귀', '양파', '대파', '고추', '가다랑어포', '새우', '조개']","['Other shellfish', 'Chilly', 'Onion', 'Green onion', 'Other fish', 'Shrimp', 'Other mollusks', 'Crab']"
카레가자미조림,카레가자미조림,"['', '생크림', '토마토', '당근', '밀', '강황', '고구마', '양파', '강항', '계란', '코코넛', '가자미', '파프리카']","['Tomato', 'Onion', 'Wheat', 'Eggs', 'Other fruiting vegetables', 'Other fish', 'Sweet potato', 'Other dairy products']"
타콤소스닭조림,타콤소스닭조림,"['', '파슬리', '토마토', '닭', '가지', '당근', '사과', '셀러리', '오레가노', '양파', '바질', '월계수', '생강']","['Tomato', 'Onion', 'Other herbage crop', 'Other grains', 'Other fruiting vegetables', 'Apple', 'Chicken']"
토마토콩조림,토마토콩조림,"['', '파슬리', '후추', '콩', '양파', '버섯']","['Beans', 'Other seasonings', 'Onion']"
관자해장국,관자해장국,"['', '관자', '당근', '다시마', '고추', '무', '파프리카']","['Other seafood', 'Radish', 'Other fruiting vegetables', 'Chilly']"
견과류들깨해장탕,견과류들깨해장탕,"['', '들깨', '양파', '버섯', '밤', '호두']","['Other grains', 'Walnut', 'Onion']"
뿌리채소들깨수제비,뿌리채소들깨수제비,"['', '들깨', '다시마', '간장', '마늘', '감자', '연근']","['Beans', 'Other seasonings', 'Other seafood', 'Other grains', 'Potato', 'Other root vegetables', 'Garlic']"
대구지리탕,대구지리탕,"['', '북어', '미나리', '대구', '고추', '무', '생강']","['Radish', 'Other fish', 'Chilly']"
양지해장국,양지해장국,"['', '토마토', '애호박', '간장', '소금']","['Tomato', 'Other fruiting vegetables', 'Other seasonings', 'Beans']"
토마토돼지고기해장국,토마토돼지고기해장국,"['', '다시마 대파', '설탕', '후추', '양파', '바질', '고추', '버섯']","['Other seafood', 'Chilly', 'Onion', 'Other herbage crop', 'Green onion']"
효종갱,효종갱,"['', '양파', '마늘', '배추', '버섯', '무', '갈비']","['Radish', 'Onion', 'Other herbage crop', 'Beef', 'Garlic']"
해물토마토김치찌개,해물토마토김치찌개,"['', '토마토', '미나리', '계란', '주꾸미', '녹말', '버섯', '양파', '부추', '오징어', '김치']","['Tomato', 'Onion', 'Chilly', 'Chives', 'Other herbage crop', 'Eggs', 'Other mollusks']"
버섯 두유 소스 볶음,버섯 두유 소스 볶음,"['', '고추', '생크림']","['Other dairy products', 'Chilly']"
백일송이버섯 볶음,백일송이버섯 볶음,"['', '카놀라유', '파프리카']",['Other fruiting vegetables']
땅콩소스 버섯가지나물,땅콩소스 버섯가지나물,"['', '가지', '참기름', '간장', '마늘', '버섯']","['Beans', 'Other seasonings', 'Other grains', 'Other fruiting vegetables', 'Garlic']"
유자향의 곤약 냉채,유자향의 곤약 냉채,"['', '레몬', '오이', '후추', '곤약', '사과', '당근', '카놀라유']","['Apple', 'Cucumber', 'Other fruits']"
새우단배추된장국,새우단배추된장국,"['', '애호박', '콩', '양파', '다시마', '마늘', '배추', '멸치', '버섯']","['Beans', 'Other seasonings', 'Other seafood', 'Onion', 'Other herbage crop', 'Other fruiting vegetables', 'Other fish', 'Garlic']"
검은콩보리된장찌개,검은콩보리된장찌개,"['', '애호박', '콩', '양파', '고추', '된장', '멸치', '두부']","['Beans', 'Other seasonings', 'Onion', 'Chilly', 'Other fruiting vegetables', 'Other fish']"
단호박배추된장국,단호박배추된장국,"['', '양파', '배추', '단호박', '버섯']","['Other herbage crop', 'Other fruiting vegetables', 'Onion']"
된장냉국,된장냉국,"['', '설탕', '오이', '참기름', '다시마', '대파', '고추', '가다랑어', '된장', '식초']","['Beans', 'Other seasonings', 'Other seafood', 'Chilly', 'Other grains', 'Green onion', 'Other fish', 'Cucumber']"
들깨된장육개장,들깨된장육개장,"['', '들깨', '다시마', '양파', '마늘', '된장', '버섯', '돼지고기']","['Pork', 'Beans', 'Other seasonings', 'Other seafood', 'Onion', 'Other grains', 'Garlic']"
삼색묵냉국,삼색묵냉국,"['', '아스파라거스', '오이', '메밀묵', '깨', '도토리', '계란', '버섯', '당근', '다시마', '마늘', '대파', '고추', '멸치', '들깨', '참깨', '청포묵', '래디쉬', '양배추']","['Buckwheat', 'Other seafood', 'Chilly', 'Other grains', 'Other herbage crop', 'Wheat', 'Eggs', 'Green onion', 'Other fish', 'Garlic', 'Cucumber']"
샤브된장국,샤브된장국,"['', '마늘', '대파', '고추', '쇠고기', '버섯', '깻잎']","['Chilly', 'Beef', 'Other herbage crop', 'Green onion', 'Garlic']"
완자된장국,완자된장국,"['', '쪽파', '애호박', '녹말', '콩', '양파', '브로컬리', '대파', '감자', '고추', '된장', '버섯']","['Beans', 'Other seasonings', 'Onion', 'Chilly', 'Other herbage crop', 'Potato', 'Other fruiting vegetables', 'Green onion']"
산나물된장찌개,산나물된장찌개,"['', '들깨', '곤드레', '애호박', '고구마', '취나물', '대파', '된장', '멸치', '고추', '버섯']","['Beans', 'Other seasonings', 'Chilly', 'Other grains', 'Other herbage crop', 'Green onion', 'Other fruiting vegetables', 'Other fish', 'Sweet potato']"
토마토요구르트된장국,토마토요구르트된장국,"['', '들깨', '다시마', '대파', '고추', '버섯', '요구르트']","['Other seafood', 'Chilly', 'Other grains', 'Green onion', 'Other dairy products']"
굴림만두된장국,굴림만두된장국,"['', '닭', '애호박', '녹말', '양파', '간장', '마늘', '고추', '버섯', '무']","['Radish', 'Beans', 'Other seasonings', 'Onion', 'Chilly', 'Other fruiting vegetables', 'Garlic', 'Chicken']"
해물순두부된장찌개,해물순두부된장찌개,"['', '바지락', '주꾸미', '콩', '미역']","['Other shellfish', 'Beans', 'Other seasonings', 'Other seafood', 'Other mollusks']"
곤약함박스테이크,곤약함박스테이크,"['', '아스파라거스', '올리브오일', '가지', '양파', '간장', '브로컬리', '마늘', '쇠고기', '대파', '빵', '맛술', '버섯', '두부']","['Beans', 'Other seasonings', 'Milk', 'Onion', 'Other herbage crop', 'Beef', 'Wheat', 'Eggs', 'Other fruiting vegetables', 'Green onion', 'Butter', 'Garlic']"
청국장 두부 검은깨 냉스프,청국장 두부 검은깨 냉스프,"['', '요거트']",[]
호박 고구마 스프,호박 고구마 스프,"['', '설탕', '우유', '호박']","['Milk', 'Other fruiting vegetables']"
시금치 리조또,시금치 리조또,"['시금치', '후추', '두유', '버터', '마', '소금', '쌀']","['Other root vegetables', 'Rice', 'Butter']"
북어비빔밥,북어비빔밥,"['', '북어', '우렁', '고사리', '당근', '애호박', '버섯', '계란', '꽃']","['Other shellfish', 'Eggs', 'Other fruiting vegetables', 'Other fish']"
무 현미밥,무 현미밥,"['', '올리브오일', '다시마', '간장', '버섯 근대', '무', '쌀']","['Radish', 'Beans', 'Other seasonings', 'Other seafood', 'Other herbage crop', 'Rice']"
컵밥,컵밥,"['시금치', '햄', '참기름', '마늘', '베이컨', '배추김치', '고추', '계란', '김', '쌀']","['Pork', 'Chilly', 'Other grains', 'Other herbage crop', 'Eggs', 'Rice', 'Garlic']"
두릅 샐러드,두릅 샐러드,"['', '레몬', '설탕', '청경채', '가지', '레드와인', '치즈', '연어', '두릅']","['Other fruits', 'Cheese', 'Other fruiting vegetables', 'Other fish', 'Other root vegetables']"
구운 바나나,구운 바나나,"['', '바나나']",['Banana']
과일무스 테린,과일무스 테린,"['', '매실', '딸기', '우유', '키위']","['Other fruits', 'Milk', 'Kiwi']"
가지볶음밥,가지볶음밥,"['', '들기름', '후추', '양파', '깍두기', '된장', '단호박', '쌀', '파프리카']","['Radish', 'Beans', 'Other seasonings', 'Chilly', 'Onion', 'Other grains', 'Other fruiting vegetables', 'Rice']"
닭고기볶음밥,닭고기볶음밥,"['', '닭', '콩', '맛술', '대추', '쌀']","['Beans', 'Other seasonings', 'Other fruiting vegetables', 'Rice', 'Chicken']"
토마토라면,토마토라면,"['', '애호박', '양파', '대파', '고추', '멸치', '무']","['Radish', 'Chilly', 'Onion', 'Green onion', 'Other fruiting vegetables', 'Other fish']"
토마토샐러드라면,토마토샐러드라면,"['', '올리브오일', '라면면', '양상추', '양파', '간장', '식초', '치커리']","['Beans', 'Other seasonings', 'Onion', 'Other herbage crop', 'Wheat']"
검은깨라면크로켓,검은깨라면크로켓,"['', '땅콩', '올리브오일', '라면', '깨', '빵', '계란', '새싹', '토마토 계피', '물엿', '생강']","['Other seasonings', 'Tomato', 'Milk', 'Chilly', 'Other grains', 'Wheat', 'Eggs', 'Peanut', 'Butter']"
김말이두부스테이크,김말이두부스테이크,"['', '토마토', '올리브오일', '호박', '밀', '버터', '양파', '마늘', '김', '버섯', '두부']","['Beans', 'Other seasonings', 'Tomato', 'Onion', 'Wheat', 'Other fruiting vegetables', 'Butter', 'Garlic']"
연어롤샐러드,연어롤샐러드,"['', '시금치', '토마토', '올리브오일', '호박', '더덕', '마늘', '고추', '연어', '식초']","['Tomato', 'Chilly', 'Other fruiting vegetables', 'Other fish', 'Garlic']"
비타민이유식,비타민이유식,"['설탕', '멜론', '브로컬리', '감자', '요거트']","['Other herbage crop', 'Other fruits', 'Potato']"
한입꼬치구이,한입꼬치구이,"['', '레몬', '후추', '가지색 미니파프리카', '올리고당', '고구마', '피망', '마늘', '대파', '고추', '버섯', '돼지고기', '어간장']","['Other fruits', 'Pork', 'Beans', 'Other seasonings', 'Chilly', 'Other fruiting vegetables', 'Green onion', 'Garlic', 'Sweet potato']"
간장곤약볶음국수,간장곤약볶음국수,"['', '꿀', '곤약', '사과', '그라놀라', '양파', '흑임자', '요거트', '생강']","['Apple', 'Onion']"
닭가슴살리조또,닭가슴살리조또,"['', '생크림', '닭', '올리브오일', '피망', '고추', '버섯', '보리', '우유', '쌀']","['Milk', 'Chilly', 'Other fruiting vegetables', 'Rice', 'Barley', 'Chicken', 'Other dairy products']"
녹차귀리라떼,녹차귀리라떼,"['', '귀리', '생크림', '닭', '후추', '아몬드', '버터', '양파', '브로컬리']","['Onion', 'Other grains', 'Almond', 'Other herbage crop', 'Butter', 'Chicken', 'Other dairy products']"
계란숙샐러드,계란숙샐러드,"['', '토마토', '천연조미료', '올리브오일', '후추', '쇠고기', '감자', '계란', '발사믹식초', '게맛살', '식초', '파프리카']","['Other shellfish', 'Tomato', 'Beef', 'Potato', 'Eggs', 'Other fruiting vegetables', 'Shrimp', 'Crab']"
한식풍닭가슴살스테이크,한식풍닭가슴살스테이크,"['', '들기름', '매실', '미나리', '닭', '양파', '간장', '마늘', '고추', '깨', '쌀']","['Other fruits', 'Beans', 'Other seasonings', 'Onion', 'Chilly', 'Other grains', 'Rice', 'Garlic', 'Chicken']"
강황고구마밥,강황고구마밥,"['', '고구마', '양파', '강항', '고추', '어간장', '쌀']","['Beans', 'Other seasonings', 'Chilly', 'Onion', 'Rice', 'Sweet potato']"
된장시금치옹심이,된장시금치옹심이,"['', '시금치', '당근', '애호박', '소금', '감자', '고추', '된장']","['Beans', 'Other seasonings', 'Chilly', 'Potato', 'Other fruiting vegetables']"
불고기 소스를 곁들인 두부구이,불고기 소스를 곁들인 두부구이,"['', '올리고당', '흑임자', '식용유', '두부', '전분', '생강']","['Beans', 'Other seasonings']"
매생이순두부탕,매생이순두부탕,"['매생이', '', '보리 된장', '고추', '멸치', '순두부']","['Beans', 'Other seasonings', 'Chilly', 'Other fish', 'Barley']"
겨자 오이고추소박이,겨자 오이고추소박이,"['', '설탕', '당근', '부추', '고추', '무', '식초']","['Chives', 'Radish', 'Chilly']"
실치오이 초절임,실치오이 초절임,"['매실', '오이', '식초', '실치']","['Cucumber', 'Other fruits']"
비트무절임,비트무절임,"['', '설탕', '비트', '무', '식초']","['Radish', 'Other root vegetables']"
감귤 김치,감귤 김치,"['', '미나리', '마늘', '배추', '고추', '생강']","['Garlic', 'Other herbage crop', 'Chilly']"
두부달걀덮밥,두부달걀덮밥,"['', '설탕', '가지', '녹말', '양파', '다시마', '간장', '버섯', '두부']","['Beans', 'Other seasonings', 'Other seafood', 'Onion', 'Other fruiting vegetables']"
봄나물밥,봄나물밥,"['', '쑥갓', '다시마', '된장', '두부', '쌀']","['Beans', 'Other seasonings', 'Other seafood', 'Other herbage crop', 'Rice']"
가지연어구이,가지연어구이,"['', '토마토', '연어', '가지']","['Tomato', 'Other fruiting vegetables', 'Other fish']"
갈릭칩동태구이,갈릭칩동태구이,"['', '명태', '된장']","['Beans', 'Other fish', 'Other seasonings']"
고구마두부스테이크,고구마두부스테이크,"['', '녹말', '고구마', '다시마', '마늘', '견과류', '두부']","['Beans', 'Other seasonings', 'Other seafood', 'Garlic', 'Sweet potato']"
닭가슴살카나페,닭가슴살카나페,"['', '바나나식초', '고구마', '새싹', '우유']","['Banana', 'Sweet potato', 'Milk']"
삼색꼬치구이,삼색꼬치구이,"['', '꿀', '사과', '브로컬리', '파인애플', '돼지고기']","['Apple', 'Other fruits', 'Other herbage crop', 'Pork']"
꽁치채소말이,꽁치채소말이,"['', '설탕', '마늘쫑', '양파', '무순', '고추', '깻잎', '꽁치']","['Radish', 'Chilly', 'Onion', 'Other herbage crop', 'Other fish', 'Garlic']"
차돌박이구이,차돌박이구이,"['연근', '', '미나리', '오렌지']","['Other fruits', 'Other root vegetables']"
간장아귀찜,간장아귀찜,"['', '미나리', '아귀', '참기름', '간장', '마늘', '고추', '새우', '생강']","['Other shellfish', 'Beans', 'Other seasonings', 'Chilly', 'Other grains', 'Shrimp', 'Garlic']"
견과류통삼겹살찜,견과류통삼겹살찜,"['', '땅콩', '닭', '아몬드', '당근', '생강', '참기름', '새우젓', '간장', '마늘', '맛술', '돼지고기', '파프리카']","['Pork', 'Beans', 'Other seasonings', 'Other grains', 'Almond', 'Peanut', 'Shrimp', 'Other fruiting vegetables', 'Garlic', 'Chicken']"
닭가슴살말이,닭가슴살말이,"['', '닭', '땅콩', '당근', '참기름', '참깨', '간장', '잣', '겨자', '식초']","['Beans', 'Other seasonings', 'Other grains', 'Peanut', 'Chicken']"
두부말이찜,두부말이찜,"['', '간장', '깻잎', '마늘', '버섯', '두부', '식초']","['Garlic', 'Other herbage crop', 'Beans', 'Other seasonings']"
미나리명태찜,미나리명태찜,"['', '레몬', '미나리', '간장', '명태', '식초']","['Other fish', 'Other fruits', 'Beans', 'Other seasonings']"
불고기덮밥,불고기덮밥,"['', '후추', '쪽파', '마늘기름', '생강', '참기름', '양파', '마늘', '대파', '고추', '소불고기', '계란', '쌀']","['Other seasonings', 'Chilly', 'Onion', 'Other grains', 'Beef', 'Eggs', 'Green onion', 'Rice', 'Garlic']"
바비큐리조또,바비큐리조또,"['', '야채육수', '후추', '올리브오일', '사과', '청국장', '마늘', '발사믹식초']","['Garlic', 'Apple', 'Beans', 'Other seasonings']"
간편콩국수,간편콩국수,"['', '마늘기름', '양파', '깨', '고추', '메밀면', '버섯', '두부']","['Buckwheat', 'Beans', 'Other seasonings', 'Chilly', 'Onion', 'Other grains', 'Wheat', 'Garlic']"
모듬해물찜,모듬해물찜,"['', '후추', '올리고당', '참기름', '간장', '피망', '소라', '마늘', '전복', '고추', '새우']","['Other shellfish', 'Beans', 'Other seasonings', 'Abalone', 'Chilly', 'Other grains', 'Other fruiting vegetables', 'Shrimp', 'Garlic']"
크렌베리귀리밥,크렌베리귀리밥,"['귀리', '크렌베리', '쌀']","['Other grains', 'Other fruits', 'Rice']"
블루베리냉스프,블루베리냉스프,"['', '꿀', '두유', '딸기', '라이스페이퍼', '체리', '쌀']","['Other fruits', 'Rice']"
토마토제철나물 샐러드,토마토제철나물 샐러드,"['', '꿀', '토마토', '레몬', '참기름', '참깨', '부추', '간장', '배추', '흑임자', '양배추', '식초', '치커리']","['Other fruits', 'Beans', 'Other seasonings', 'Tomato', 'Other grains', 'Chives', 'Other herbage crop']"
브로콜리스프,브로콜리스프,"['', '생크림', '토마토', '닭', '설탕', '버터', '브로컬리', '버섯']","['Tomato', 'Other herbage crop', 'Butter', 'Chicken', 'Other dairy products']"
초계샐러드,초계샐러드,"['', '설탕', '오이', '닭', '참깨', '피망', '겨자', '계란', '식초', '파프리카']","['Other grains', 'Eggs', 'Other fruiting vegetables', 'Cucumber', 'Chicken']"
토마토맑은장국,토마토맑은장국,"['', '시금치', '토마토', '배추']","['Tomato', 'Other herbage crop']"
매생이찰범벅,매생이찰범벅,"['매생이', '', '녹차 소금', '멸치육수', '우유', '쌀']","['Other herbage crop', 'Milk', 'Other fish', 'Rice']"
통삼겹맥적구이,통삼겹맥적구이,"['', '꿀', '참기름', '간장', '마늘', '대파', '배추', '돼지고기']","['Pork', 'Beans', 'Other seasonings', 'Other grains', 'Other herbage crop', 'Green onion', 'Garlic']"
닭가슴살샌드스테이크,닭가슴살샌드스테이크,"['', '꿀', '시금치', '토마토', '레몬', '닭', '후추', '버터', '양파', '마늘', '버섯', '오렌지']","['Other fruits', 'Tomato', 'Onion', 'Butter', 'Garlic', 'Chicken']"
치즈리조또,치즈리조또,"['', '호박', '참기름', '소금', '버섯', '우유']","['Other grains', 'Milk', 'Other fruiting vegetables']"
가지말이샐러드,가지말이샐러드,"['', '올리브오일', '가지', '양파', '마늘', '감자', '파프리카']","['Garlic', 'Potato', 'Other fruiting vegetables', 'Onion']"
유자등갈비구이,유자등갈비구이,"['', '마늘 양배추', '사과', '소금', '월계수', '밤', '돼지고기', '식초', '생강']","['Garlic', 'Other herbage crop', 'Apple', 'Pork']"
실곤약팟타야,실곤약팟타야,"['', '곤약', '액젓', '피망', '마늘', '소고기']","['Beans', 'Other seasonings', 'Beef', 'Other fruiting vegetables', 'Garlic']"
닭고기라이스롤,닭고기라이스롤,"['', '토마토', '후추', '닭', '당근', '소금', '마늘', '우유', '파프리카']","['Tomato', 'Milk', 'Other fruiting vegetables', 'Garlic', 'Chicken']"
깐풍파스타,깐풍파스타,"['', '설탕', '닭', '올리브오일', '후추', '밀', '뽕잎', '소금', '깻잎']","['Other herbage crop', 'Wheat', 'Chicken']"
닭강정,닭강정,"['', '토마토', '닭', '강황', '당근', '녹말', '양파', '간장', '식용유']","['Beans', 'Other seasonings', 'Tomato', 'Onion', 'Chicken']"
소고기꼬치구이,소고기꼬치구이,"['', '토마토', '레몬', '후추', '설탕', '간장', '소금', '소고기', '대파', '파프리카']","['Other fruits', 'Beans', 'Other seasonings', 'Tomato', 'Beef', 'Green onion', 'Other fruiting vegetables']"
황태볶음면,황태볶음면,"['', '올리브오일', '버섯', '간장', '마늘', '대파', '황태', '오징어', '새우']","['Other shellfish', 'Beans', 'Other seasonings', 'Green onion', 'Other fish', 'Shrimp', 'Garlic', 'Other mollusks']"
토마토덮밥,토마토덮밥,"['', '토마토', '가지', '마늘', '쌀']","['Tomato', 'Garlic', 'Other fruiting vegetables', 'Rice']"
표고크림파스타,표고크림파스타,"['', '소금', '버터', '버섯']",['Butter']
떡갈비통치미국수,떡갈비통치미국수,"['', '설탕', '후추', '당근', '배', '참기름', '양파', '간장', '국수', '마늘', '깨', '동치미', '식초']","['Radish', 'Other fruits', 'Beans', 'Other seasonings', 'Onion', 'Other grains', 'Garlic']"
백김치닭살샐러드,백김치닭살샐러드,"['', '토마토', '설탕', '후추', '닭', '월계수', '파프리카']","['Tomato', 'Other fruiting vegetables', 'Chicken']"
단호박크림파스타,단호박크림파스타,"['', '생크림', '호박', '버터', '파스타면', '베이컨', '우유']","['Milk', 'Wheat', 'Eggs', 'Other fruiting vegetables', 'Butter', 'Other dairy products']"
견과편수,견과편수,"['', '밀', '머스터드', '부추', '마늘', '흑임자', '바나나', '우유']","['Milk', 'Chives', 'Wheat', 'Banana', 'Garlic']"
바지락실곤약파스타,바지락실곤약파스타,"['', '바지락', '브로컬리', '소금', '고추']","['Other herbage crop', 'Other shellfish', 'Chilly']"
황태리조또,황태리조또,"['', '버터', '참기름', '소금', '깨', '두부', '홍합']","['Beans', 'Other seasonings', 'Other grains', 'Butter', 'Mussel']"
깻잎애호박찜,깻잎애호박찜,"['', '애호박', '양파', '간장', '피망', '깻잎', '파프리카']","['Beans', 'Other seasonings', 'Onion', 'Other herbage crop', 'Other fruiting vegetables']"
녹차와 대추밀전병,녹차와 대추밀전병,"['', '계란', '오이', '당근', '밀', '계피', '녹차', '양파', '간장', '잣', '소고기', '버섯', '대추']","['Beans', 'Other seasonings', 'Onion', 'Other herbage crop', 'Beef', 'Wheat', 'Eggs', 'Other fruiting vegetables', 'Other root vegetables', 'Cucumber']"
단호박 된장매쉬와 해물굴림만두,단호박 된장매쉬와 해물굴림만두,"['', '호박', '녹말', '고구마', '생선', '소고기', '소금', '된장', '계란', '새우']","['Other shellfish', 'Beans', 'Other seasonings', 'Beef', 'Eggs', 'Other fruiting vegetables', 'Other fish', 'Shrimp', 'Sweet potato']"
닭순대,닭순대,"['', '당면', '닭', '후추', '당근', '밀', '참기름', '부추', '간장', '소금', '계란']","['Beans', 'Other seasonings', 'Other grains', 'Chives', 'Wheat', 'Eggs', 'Chicken']"
도라지 유자청생채,도라지 유자청생채,"['', '라임', '양파', '소금', '도라지', '고추', '흑임자']","['Chilly', 'Other fruits', 'Other root vegetables', 'Onion']"
돼지고기 숙주덮밥,돼지고기 숙주덮밥,"['', '계란', '쪽파', '양파', '간장', '가다랑어', '버섯', '돼지고기', '쌀']","['Pork', 'Beans', 'Other seasonings', 'Onion', 'Eggs', 'Green onion', 'Other fish', 'Rice']"
두부스테이크,두부스테이크,"['토마토', '레몬', '올리브오일', '당근', '버섯', '양파', '마늘', '소금', '파인애플', '계란', '두부', '새우', '케일']","['Other shellfish', 'Other fruits', 'Beans', 'Other seasonings', 'Tomato', 'Onion', 'Eggs', 'Shrimp', 'Garlic']"
들깨곤약수제비,들깨곤약수제비,"['사골', '들깨', '곤약', '마늘', '버섯', '식초']","['Garlic', 'Other grains']"
먹물소스를 곁들인 토마토피클,먹물소스를 곁들인 토마토피클,"['토마토', '먹물', '설탕', '우엉', '포도', '배', '마', '소금', '새싹', '식초', '후추 고수 고추']","['Other fruits', 'Tomato', 'Chilly', 'Other herbage crop', 'Other root vegetables']"
묵은지고등어와 새우말이꼬치,묵은지고등어와 새우말이꼬치,"['고등어', '미나리', '오이', '땅콩', '가지', '당근', '아몬드', '양상추', '마늘', '버섯', '깻잎', '새우', '새싹', '묵은지', '파프리카']","['Other shellfish', 'Other seasonings', 'Chilly', 'Other herbage crop', 'Almond', 'Other fruiting vegetables', 'Peanut', 'Mackerel', 'Garlic', 'Shrimp', 'Cucumber']"
버섯배추말이,버섯배추말이,"['설탕', '미나리', '다시마', '간장', '소금', '배추', '양배추', '버섯', '식초']","['Other seafood', 'Other herbage crop', 'Beans', 'Other seasonings']"
봄날의 연못,봄날의 연못,"['', '토마토', '레몬', '오이', '올리브오일', '문어', '라임', '배', '양파']","['Other fruits', 'Tomato', 'Onion', 'Other mollusks', 'Cucumber']"
산나물 유부초밥,산나물 유부초밥,"['설탕', '토마토', '참나물', '유부', '곤드레나물', '취나물', '소금', '식초', '쌀']","['Tomato', 'Other herbage crop', 'Rice']"
삼삼한 롤,삼삼한 롤,"['', '레몬', '당근', '사워크림', '버섯', '아보카도', '양파', '소금', '감자', '연어']","['Other fruits', 'Onion', 'Potato', 'Other fish', 'Other dairy products']"
삼색채소 냉파스타,삼색채소 냉파스타,"['', '꿀', '시금치', '레몬', '닭', '올리브오일', '호박', '비트', '사과', '파스타면', '마늘', '소금']","['Other fruits', 'Wheat', 'Eggs', 'Other fruiting vegetables', 'Other root vegetables', 'Garlic', 'Apple', 'Chicken']"
새우보리죽 고등어스테이크,새우보리죽 고등어스테이크,"['고등어', '레몬', '설탕', '비트', '소금', '보리', '새우', '막걸리', '식초', '생강']","['Other shellfish', 'Other fruits', 'Other root vegetables', 'Shrimp', 'Mackerel', 'Barley']"
소금없는 초밥,소금없는 초밥,"['무', '아스파라거스', '설탕', '와사비', '버섯', '참치', '다시마', '소금', '계란', '가다랑어포', '김', '쌀', '식초', '파프리카']","['Radish', 'Other seafood', 'Eggs', 'Other fruiting vegetables', 'Other fish', 'Rice']"
잣소스새송이볶음,잣소스새송이볶음,"['', '꿀', '올리브오일', '파프리카', '소금', '잣', '버섯', '우유', '쌀']","['Milk', 'Other fruiting vegetables', 'Rice']"
더덕얼갈이겉절이,더덕얼갈이겉절이,"['', '파', '생강', '간장', '더덕', '마늘', '배추', '고추', '깨', '소금', '까나리액젓']","['Beans', 'Other seasonings', 'Other seafood', 'Chilly', 'Other herbage crop', 'Other grains', 'Green onion', 'Other fish', 'Garlic']"
과일겨자채,과일겨자채,"['꿀', '연유', '땅콩', '사과', '감', '양상추', '배', '겨자', '밤', '대추', '식초', '호두']","['Other fruits', 'Other seasonings', 'Milk', 'Walnut', 'Other herbage crop', 'Peanut', 'Other fruiting vegetables', 'Apple']"
